time,round,amount
2022-06-23 21:00:00+09:00,1,0.0
2022-06-23 22:00:00+09:00,1,0.0
2022-06-23 23:00:00+09:00,1,0.0
2022-06-24 00:00:00+09:00,1,0.0
2022-06-24 01:00:00+09:00,1,0.0
2022-06-24 02:00:00+09:00,1,0.0
2022-06-24 03:00:00+09:00,1,0.0
2022-06-24 04:00:00+09:00,1,0.0
2022-06-24 05:00:00+09:00,1,0.0
2022-06-24 06:00:00+09:00,1,0.0
2022-06-24 07:00:00+09:00,1,0.961977
2022-06-24 08:00:00+09:00,1,5.19138
2022-06-24 09:00:00+09:00,1,8.35239
2022-06-24 10:00:00+09:00,1,14.8353
2022-06-24 11:00:00+09:00,1,17.2498
2022-06-24 12:00:00+09:00,1,25.4676
2022-06-24 13:00:00+09:00,1,26.3204
2022-06-24 14:00:00+09:00,1,75.4638
2022-06-24 15:00:00+09:00,1,65.6342
2022-06-24 16:00:00+09:00,1,57.1754
2022-06-24 17:00:00+09:00,1,19.4224
2022-06-24 18:00:00+09:00,1,9.74044
2022-06-24 19:00:00+09:00,1,5.95406
2022-06-24 20:00:00+09:00,1,0.0
2022-06-24 21:00:00+09:00,1,0.0
2022-06-24 22:00:00+09:00,1,0.0
2022-06-24 23:00:00+09:00,1,0.0
2022-06-25 00:00:00+09:00,1,0.0
2022-06-25 01:00:00+09:00,1,0.0
2022-06-25 02:00:00+09:00,1,0.0
2022-06-25 03:00:00+09:00,1,0.0
2022-06-25 04:00:00+09:00,1,0.0
2022-06-25 05:00:00+09:00,1,0.0
2022-06-25 06:00:00+09:00,1,0.0
2022-06-25 07:00:00+09:00,1,2.12086
2022-06-25 08:00:00+09:00,1,6.82654
2022-06-25 09:00:00+09:00,1,27.3676
2022-06-25 10:00:00+09:00,1,28.5935
2022-06-25 11:00:00+09:00,1,48.3525
2022-06-25 12:00:00+09:00,1,41.3232
2022-06-25 13:00:00+09:00,1,47.5668
2022-06-25 14:00:00+09:00,1,59.7212
2022-06-25 15:00:00+09:00,1,58.3635
2022-06-25 16:00:00+09:00,1,33.178
2022-06-25 17:00:00+09:00,1,37.2933
2022-06-25 18:00:00+09:00,1,16.435
2022-06-25 19:00:00+09:00,1,9.6211
2022-06-25 20:00:00+09:00,1,0.0
2022-06-25 21:00:00+09:00,1,0.0
2022-06-25 22:00:00+09:00,1,0.0
2022-06-25 23:00:00+09:00,1,0.0
2022-06-26 00:00:00+09:00,1,0.0
2022-06-26 01:00:00+09:00,1,0.0
2022-06-26 02:00:00+09:00,1,0.0
2022-06-26 03:00:00+09:00,1,0.0
2022-06-26 04:00:00+09:00,1,0.0
2022-06-26 05:00:00+09:00,1,0.0
2022-06-26 06:00:00+09:00,1,0.0
2022-06-26 07:00:00+09:00,1,2.48362
2022-06-26 08:00:00+09:00,1,8.6664
2022-06-26 09:00:00+09:00,1,14.944
2022-06-26 10:00:00+09:00,1,19.9212
2022-06-26 11:00:00+09:00,1,26.3207
2022-06-26 12:00:00+09:00,1,31.9461
2022-06-26 13:00:00+09:00,1,50.2381
2022-06-26 14:00:00+09:00,1,61.3241
2022-06-26 15:00:00+09:00,1,31.1711
2022-06-26 16:00:00+09:00,1,23.5425
2022-06-26 17:00:00+09:00,1,19.9252
2022-06-26 18:00:00+09:00,1,16.7475
2022-06-26 19:00:00+09:00,1,9.90349
2022-06-26 20:00:00+09:00,1,0.0
2022-06-26 21:00:00+09:00,1,0.0
2022-06-26 22:00:00+09:00,1,0.0
2022-06-26 23:00:00+09:00,1,0.0
2022-06-27 00:00:00+09:00,1,0.0
2022-06-27 01:00:00+09:00,1,0.0
2022-06-27 02:00:00+09:00,1,0.0
2022-06-27 03:00:00+09:00,1,0.0
2022-06-27 04:00:00+09:00,1,0.0
2022-06-27 05:00:00+09:00,1,0.0
2022-06-27 06:00:00+09:00,1,0.0
2022-06-27 07:00:00+09:00,1,4.22709
2022-06-27 08:00:00+09:00,1,7.69472
2022-06-27 09:00:00+09:00,1,12.9843
2022-06-27 10:00:00+09:00,1,23.9604
2022-06-27 11:00:00+09:00,1,15.3732
2022-06-27 12:00:00+09:00,1,18.3098
2022-06-27 13:00:00+09:00,1,26.1626
2022-06-27 14:00:00+09:00,1,31.5766
2022-06-27 15:00:00+09:00,1,22.219
2022-06-27 16:00:00+09:00,1,23.3617
2022-06-27 17:00:00+09:00,1,16.6006
2022-06-27 18:00:00+09:00,1,11.1116
2022-06-27 19:00:00+09:00,1,4.7412
2022-06-27 20:00:00+09:00,1,0.0
2022-06-27 21:00:00+09:00,1,0.0
2022-06-27 22:00:00+09:00,1,0.0
2022-06-27 23:00:00+09:00,1,0.0
2022-06-28 00:00:00+09:00,1,0.0
2022-06-28 01:00:00+09:00,1,0.0
2022-06-28 02:00:00+09:00,1,0.0
2022-06-28 03:00:00+09:00,1,0.0
2022-06-28 04:00:00+09:00,1,0.0
2022-06-28 05:00:00+09:00,1,0.0
2022-06-28 06:00:00+09:00,1,0.0
2022-06-28 07:00:00+09:00,1,1.87456
2022-06-28 08:00:00+09:00,1,5.40965
2022-06-28 09:00:00+09:00,1,11.1851
2022-06-28 10:00:00+09:00,1,15.0621
2022-06-28 11:00:00+09:00,1,20.1496
2022-06-28 12:00:00+09:00,1,23.6725
2022-06-28 13:00:00+09:00,1,25.9237
2022-06-28 14:00:00+09:00,1,25.7982
2022-06-28 15:00:00+09:00,1,23.8554
2022-06-28 16:00:00+09:00,1,26.3136
2022-06-28 17:00:00+09:00,1,19.5256
2022-06-28 18:00:00+09:00,1,16.0278
2022-06-28 19:00:00+09:00,1,6.80837
2022-06-28 20:00:00+09:00,1,0.0
2022-06-28 21:00:00+09:00,1,0.0
2022-06-28 22:00:00+09:00,1,0.0
2022-06-28 23:00:00+09:00,1,0.0
2022-06-29 00:00:00+09:00,1,0.0
2022-06-29 01:00:00+09:00,1,0.0
2022-06-29 02:00:00+09:00,1,0.0
2022-06-29 03:00:00+09:00,1,0.0
2022-06-29 04:00:00+09:00,1,0.0
2022-06-29 05:00:00+09:00,1,0.0
2022-06-29 06:00:00+09:00,1,0.0
2022-06-29 07:00:00+09:00,1,1.63509
2022-06-29 08:00:00+09:00,1,6.83293
2022-06-29 09:00:00+09:00,1,3.83906
2022-06-29 10:00:00+09:00,1,19.3569
2022-06-29 11:00:00+09:00,1,19.041
2022-06-29 12:00:00+09:00,1,19.2974
2022-06-29 13:00:00+09:00,1,18.7908
2022-06-29 14:00:00+09:00,1,18.6131
2022-06-29 15:00:00+09:00,1,16.5592
2022-06-29 16:00:00+09:00,1,18.564
2022-06-29 17:00:00+09:00,1,17.8197
2022-06-29 18:00:00+09:00,1,11.4881
2022-06-29 19:00:00+09:00,1,5.98367
2022-06-29 20:00:00+09:00,1,0.0
2022-06-29 21:00:00+09:00,1,0.0
2022-06-29 22:00:00+09:00,1,0.0
2022-06-29 23:00:00+09:00,1,0.0
2022-06-30 00:00:00+09:00,1,0.0
2022-06-30 01:00:00+09:00,1,0.0
2022-06-30 02:00:00+09:00,1,0.0
2022-06-30 03:00:00+09:00,1,0.0
2022-06-30 04:00:00+09:00,1,0.0
2022-06-30 05:00:00+09:00,1,0.0
2022-06-30 06:00:00+09:00,1,0.0
2022-06-30 07:00:00+09:00,1,4.93312
2022-06-30 08:00:00+09:00,1,10.2717
2022-06-30 09:00:00+09:00,1,14.2657
2022-06-30 10:00:00+09:00,1,35.1669
2022-06-30 11:00:00+09:00,1,35.569
2022-06-30 12:00:00+09:00,1,50.9373
2022-06-30 13:00:00+09:00,1,59.0202
2022-06-30 14:00:00+09:00,1,54.3043
2022-06-30 15:00:00+09:00,1,59.7435
2022-06-30 16:00:00+09:00,1,48.7585
2022-06-30 17:00:00+09:00,1,41.0597
2022-06-30 18:00:00+09:00,1,30.4566
2022-06-30 19:00:00+09:00,1,12.2824
2022-06-30 20:00:00+09:00,1,0.0
2022-06-30 21:00:00+09:00,1,0.0
2022-06-30 22:00:00+09:00,1,0.0
2022-06-30 23:00:00+09:00,1,0.0
2022-07-01 00:00:00+09:00,1,0.0
2022-07-01 01:00:00+09:00,1,0.0
2022-07-01 02:00:00+09:00,1,0.0
2022-07-01 03:00:00+09:00,1,0.0
2022-07-01 04:00:00+09:00,1,0.0
2022-07-01 05:00:00+09:00,1,0.0
2022-07-01 06:00:00+09:00,1,0.0
2022-07-01 07:00:00+09:00,1,3.98661
2022-07-01 08:00:00+09:00,1,22.1283
2022-07-01 09:00:00+09:00,1,37.2695
2022-07-01 10:00:00+09:00,1,54.9815
2022-07-01 11:00:00+09:00,1,65.7096
2022-07-01 12:00:00+09:00,1,73.0415
2022-07-01 13:00:00+09:00,1,70.093
2022-07-01 14:00:00+09:00,1,68.423
2022-07-01 15:00:00+09:00,1,62.7261
2022-07-01 16:00:00+09:00,1,53.7064
2022-07-01 17:00:00+09:00,1,39.9913
2022-07-01 18:00:00+09:00,1,26.8981
2022-07-01 19:00:00+09:00,1,6.77176
2022-07-01 20:00:00+09:00,1,0.0
2022-07-01 21:00:00+09:00,1,0.0
2022-07-01 22:00:00+09:00,1,0.0
2022-07-01 23:00:00+09:00,1,0.0
2022-07-02 00:00:00+09:00,1,0.0
2022-07-02 01:00:00+09:00,1,0.0
2022-07-02 02:00:00+09:00,1,0.0
2022-07-02 03:00:00+09:00,1,0.0
2022-07-02 04:00:00+09:00,1,0.0
2022-07-02 05:00:00+09:00,1,0.0
2022-07-02 06:00:00+09:00,1,0.0
2022-07-02 07:00:00+09:00,1,5.98387
2022-07-02 08:00:00+09:00,1,21.6452
2022-07-02 09:00:00+09:00,1,41.2532
2022-07-02 10:00:00+09:00,1,44.6507
2022-07-02 11:00:00+09:00,1,65.2759
2022-07-02 12:00:00+09:00,1,73.0575
2022-07-02 13:00:00+09:00,1,76.7453
2022-07-02 14:00:00+09:00,1,66.9575
2022-07-02 15:00:00+09:00,1,62.3442
2022-07-02 16:00:00+09:00,1,54.4354
2022-07-02 17:00:00+09:00,1,41.982
2022-07-02 18:00:00+09:00,1,23.5975
2022-07-02 19:00:00+09:00,1,10.3118
2022-07-02 20:00:00+09:00,1,0.0
2022-07-02 21:00:00+09:00,1,0.0
2022-07-02 22:00:00+09:00,1,0.0
2022-07-02 23:00:00+09:00,1,0.0
2022-07-03 00:00:00+09:00,1,0.0
2022-07-03 01:00:00+09:00,1,0.0
2022-07-03 02:00:00+09:00,1,0.0
2022-07-03 03:00:00+09:00,1,0.0
2022-07-03 04:00:00+09:00,1,0.0
2022-07-03 05:00:00+09:00,1,0.0
2022-07-03 06:00:00+09:00,1,0.0
2022-07-03 07:00:00+09:00,1,7.17425
2022-07-03 08:00:00+09:00,1,21.4188
2022-07-03 09:00:00+09:00,1,33.672
2022-07-03 10:00:00+09:00,1,48.58
2022-07-03 11:00:00+09:00,1,55.6438
2022-07-03 12:00:00+09:00,1,64.5344
2022-07-03 13:00:00+09:00,1,57.1865
2022-07-03 14:00:00+09:00,1,69.5783
2022-07-03 15:00:00+09:00,1,44.2154
2022-07-03 16:00:00+09:00,1,34.6306
2022-07-03 17:00:00+09:00,1,29.5989
2022-07-03 18:00:00+09:00,1,22.0474
2022-07-03 19:00:00+09:00,1,8.15349
2022-07-03 20:00:00+09:00,1,0.0
2022-07-03 21:00:00+09:00,1,0.0
2022-07-03 22:00:00+09:00,1,0.0
2022-07-03 23:00:00+09:00,1,0.0
2022-07-04 00:00:00+09:00,1,0.0
2022-07-04 01:00:00+09:00,1,0.0
2022-07-04 02:00:00+09:00,1,0.0
2022-07-04 03:00:00+09:00,1,0.0
2022-07-04 04:00:00+09:00,1,0.0
2022-07-04 05:00:00+09:00,1,0.0
2022-07-04 06:00:00+09:00,1,0.0
2022-07-04 07:00:00+09:00,1,3.81737
2022-07-04 08:00:00+09:00,1,20.3191
2022-07-04 09:00:00+09:00,1,37.2455
2022-07-04 10:00:00+09:00,1,49.119
2022-07-04 11:00:00+09:00,1,60.1474
2022-07-04 12:00:00+09:00,1,43.0571
2022-07-04 13:00:00+09:00,1,52.6124
2022-07-04 14:00:00+09:00,1,50.617
2022-07-04 15:00:00+09:00,1,48.8946
2022-07-04 16:00:00+09:00,1,30.8356
2022-07-04 17:00:00+09:00,1,24.3375
2022-07-04 18:00:00+09:00,1,15.9176
2022-07-04 19:00:00+09:00,1,6.45162
2022-07-04 20:00:00+09:00,1,0.0
2022-07-04 21:00:00+09:00,1,0.0
2022-07-04 22:00:00+09:00,1,0.0
2022-07-04 23:00:00+09:00,1,0.0
2022-07-05 00:00:00+09:00,1,0.0
2022-07-05 01:00:00+09:00,1,0.0
2022-07-05 02:00:00+09:00,1,0.0
2022-07-05 03:00:00+09:00,1,0.0
2022-07-05 04:00:00+09:00,1,0.0
2022-07-05 05:00:00+09:00,1,0.0
2022-07-05 06:00:00+09:00,1,0.0
2022-07-05 07:00:00+09:00,1,6.2883
2022-07-05 08:00:00+09:00,1,11.7955
2022-07-05 09:00:00+09:00,1,26.8883
2022-07-05 10:00:00+09:00,1,38.0222
2022-07-05 11:00:00+09:00,1,42.9915
2022-07-05 12:00:00+09:00,1,58.5703
2022-07-05 13:00:00+09:00,1,67.3486
2022-07-05 14:00:00+09:00,1,67.4577
2022-07-05 15:00:00+09:00,1,25.3113
2022-07-05 16:00:00+09:00,1,31.4974
2022-07-05 17:00:00+09:00,1,33.8437
2022-07-05 18:00:00+09:00,1,17.2644
2022-07-05 19:00:00+09:00,1,8.57969
2022-07-05 20:00:00+09:00,1,0.0
2022-07-05 21:00:00+09:00,1,0.0
2022-07-05 22:00:00+09:00,1,0.0
2022-07-05 23:00:00+09:00,1,0.0
2022-07-06 00:00:00+09:00,1,0.0
2022-07-06 01:00:00+09:00,1,0.0
2022-07-06 02:00:00+09:00,1,0.0
2022-07-06 03:00:00+09:00,1,0.0
2022-07-06 04:00:00+09:00,1,0.0
2022-07-06 05:00:00+09:00,1,0.0
2022-07-06 06:00:00+09:00,1,0.0
2022-07-06 07:00:00+09:00,1,8.61084
2022-07-06 08:00:00+09:00,1,18.2766
2022-07-06 09:00:00+09:00,1,32.2559
2022-07-06 10:00:00+09:00,1,42.2525
2022-07-06 11:00:00+09:00,1,48.9971
2022-07-06 12:00:00+09:00,1,55.9839
2022-07-06 13:00:00+09:00,1,66.399
2022-07-06 14:00:00+09:00,1,57.2814
2022-07-06 15:00:00+09:00,1,69.184
2022-07-06 16:00:00+09:00,1,54.8808
2022-07-06 17:00:00+09:00,1,36.6222
2022-07-06 18:00:00+09:00,1,21.5573
2022-07-06 19:00:00+09:00,1,5.67678
2022-07-06 20:00:00+09:00,1,0.0
2022-07-06 21:00:00+09:00,1,0.0
2022-07-06 22:00:00+09:00,1,0.0
2022-07-06 23:00:00+09:00,1,0.0
2022-07-07 00:00:00+09:00,1,0.0
2022-07-07 01:00:00+09:00,1,0.0
2022-07-07 02:00:00+09:00,1,0.0
2022-07-07 03:00:00+09:00,1,0.0
2022-07-07 04:00:00+09:00,1,0.0
2022-07-07 05:00:00+09:00,1,0.0
2022-07-07 06:00:00+09:00,1,0.0
2022-07-07 07:00:00+09:00,1,5.79693
2022-07-07 08:00:00+09:00,1,22.213
2022-07-07 09:00:00+09:00,1,27.4357
2022-07-07 10:00:00+09:00,1,35.0738
2022-07-07 11:00:00+09:00,1,41.5206
2022-07-07 12:00:00+09:00,1,48.568
2022-07-07 13:00:00+09:00,1,46.2469
2022-07-07 14:00:00+09:00,1,43.0415
2022-07-07 15:00:00+09:00,1,41.2278
2022-07-07 16:00:00+09:00,1,25.3369
2022-07-07 17:00:00+09:00,1,24.0707
2022-07-07 18:00:00+09:00,1,9.26573
2022-07-07 19:00:00+09:00,1,4.49807
2022-07-07 20:00:00+09:00,1,0.0
2022-07-07 21:00:00+09:00,1,0.0
2022-07-07 22:00:00+09:00,1,0.0
2022-07-07 23:00:00+09:00,1,0.0
2022-07-08 00:00:00+09:00,1,0.0
2022-07-08 01:00:00+09:00,1,0.0
2022-07-08 02:00:00+09:00,1,0.0
2022-07-08 03:00:00+09:00,1,0.0
2022-07-08 04:00:00+09:00,1,0.0
2022-07-08 05:00:00+09:00,1,0.0
2022-07-08 06:00:00+09:00,1,0.0
2022-07-08 07:00:00+09:00,1,2.19506
2022-07-08 08:00:00+09:00,1,7.127
2022-07-08 09:00:00+09:00,1,14.3891
2022-07-08 10:00:00+09:00,1,23.211
2022-07-08 11:00:00+09:00,1,31.8722
2022-07-08 12:00:00+09:00,1,34.8404
2022-07-08 13:00:00+09:00,1,40.2845
2022-07-08 14:00:00+09:00,1,44.7608
2022-07-08 15:00:00+09:00,1,45.5149
2022-07-08 16:00:00+09:00,1,47.5947
2022-07-08 17:00:00+09:00,1,37.0733
2022-07-08 18:00:00+09:00,1,21.1794
2022-07-08 19:00:00+09:00,1,9.02013
2022-07-08 20:00:00+09:00,1,0.0
2022-07-08 21:00:00+09:00,1,0.0
2022-07-08 22:00:00+09:00,1,0.0
2022-07-08 23:00:00+09:00,1,0.0
2022-07-09 00:00:00+09:00,1,0.0
2022-07-09 01:00:00+09:00,1,0.0
2022-07-09 02:00:00+09:00,1,0.0
2022-07-09 03:00:00+09:00,1,0.0
2022-07-09 04:00:00+09:00,1,0.0
2022-07-09 05:00:00+09:00,1,0.0
2022-07-09 06:00:00+09:00,1,0.0
2022-07-09 07:00:00+09:00,1,5.87327
2022-07-09 08:00:00+09:00,1,20.5377
2022-07-09 09:00:00+09:00,1,36.6684
2022-07-09 10:00:00+09:00,1,60.2371
2022-07-09 11:00:00+09:00,1,54.2617
2022-07-09 12:00:00+09:00,1,61.3778
2022-07-09 13:00:00+09:00,1,61.004
2022-07-09 14:00:00+09:00,1,57.3483
2022-07-09 15:00:00+09:00,1,54.4215
2022-07-09 16:00:00+09:00,1,58.8099
2022-07-09 17:00:00+09:00,1,44.9321
2022-07-09 18:00:00+09:00,1,22.0585
2022-07-09 19:00:00+09:00,1,8.9684
2022-07-09 20:00:00+09:00,1,0.0
2022-07-09 21:00:00+09:00,1,0.0
2022-07-09 22:00:00+09:00,1,0.0
2022-07-09 23:00:00+09:00,1,0.0
2022-07-10 00:00:00+09:00,1,0.0
2022-07-10 01:00:00+09:00,1,0.0
2022-07-10 02:00:00+09:00,1,0.0
2022-07-10 03:00:00+09:00,1,0.0
2022-07-10 04:00:00+09:00,1,0.0
2022-07-10 05:00:00+09:00,1,0.0
2022-07-10 06:00:00+09:00,1,0.0
2022-07-10 07:00:00+09:00,1,6.01394
2022-07-10 08:00:00+09:00,1,20.7245
2022-07-10 09:00:00+09:00,1,32.9533
2022-07-10 10:00:00+09:00,1,45.1889
2022-07-10 11:00:00+09:00,1,62.449
2022-07-10 12:00:00+09:00,1,69.3713
2022-07-10 13:00:00+09:00,1,77.1925
2022-07-10 14:00:00+09:00,1,77.0242
2022-07-10 15:00:00+09:00,1,73.0337
2022-07-10 16:00:00+09:00,1,34.5201
2022-07-10 17:00:00+09:00,1,25.3335
2022-07-10 18:00:00+09:00,1,20.2375
2022-07-10 19:00:00+09:00,1,6.84833
2022-07-10 20:00:00+09:00,1,0.0
2022-07-10 21:00:00+09:00,1,0.0
2022-07-10 22:00:00+09:00,1,0.0
2022-07-10 23:00:00+09:00,1,0.0
2022-07-11 00:00:00+09:00,1,0.0
2022-07-11 01:00:00+09:00,1,0.0
2022-07-11 02:00:00+09:00,1,0.0
2022-07-11 03:00:00+09:00,1,0.0
2022-07-11 04:00:00+09:00,1,0.0
2022-07-11 05:00:00+09:00,1,0.0
2022-07-11 06:00:00+09:00,1,0.0
2022-07-11 07:00:00+09:00,1,3.007
2022-07-11 08:00:00+09:00,1,7.89185
2022-07-11 09:00:00+09:00,1,17.8902
2022-07-11 10:00:00+09:00,1,25.9274
2022-07-11 11:00:00+09:00,1,37.7748
2022-07-11 12:00:00+09:00,1,42.2612
2022-07-11 13:00:00+09:00,1,48.1556
2022-07-11 14:00:00+09:00,1,48.6549
2022-07-11 15:00:00+09:00,1,50.8534
2022-07-11 16:00:00+09:00,1,42.0838
2022-07-11 17:00:00+09:00,1,27.2592
2022-07-11 18:00:00+09:00,1,16.8403
2022-07-11 19:00:00+09:00,1,5.78377
2022-07-11 20:00:00+09:00,1,0.0
2022-07-11 21:00:00+09:00,1,0.0
2022-07-11 22:00:00+09:00,1,0.0
2022-07-11 23:00:00+09:00,1,0.0
2022-07-12 00:00:00+09:00,1,0.0
2022-07-12 01:00:00+09:00,1,0.0
2022-07-12 02:00:00+09:00,1,0.0
2022-07-12 03:00:00+09:00,1,0.0
2022-07-12 04:00:00+09:00,1,0.0
2022-07-12 05:00:00+09:00,1,0.0
2022-07-12 06:00:00+09:00,1,0.0
2022-07-12 07:00:00+09:00,1,5.7002
2022-07-12 08:00:00+09:00,1,14.6164
2022-07-12 09:00:00+09:00,1,31.7084
2022-07-12 10:00:00+09:00,1,30.5577
2022-07-12 11:00:00+09:00,1,37.6726
2022-07-12 12:00:00+09:00,1,64.4058
2022-07-12 13:00:00+09:00,1,66.4136
2022-07-12 14:00:00+09:00,1,47.2597
2022-07-12 15:00:00+09:00,1,46.2882
2022-07-12 16:00:00+09:00,1,21.6356
2022-07-12 17:00:00+09:00,1,21.057
2022-07-12 18:00:00+09:00,1,13.6156
2022-07-12 19:00:00+09:00,1,9.26887
2022-07-12 20:00:00+09:00,1,0.0
2022-07-12 21:00:00+09:00,1,0.0
2022-07-12 22:00:00+09:00,1,0.0
2022-07-12 23:00:00+09:00,1,0.0
2022-07-13 00:00:00+09:00,1,0.0
2022-07-13 01:00:00+09:00,1,0.0
2022-07-13 02:00:00+09:00,1,0.0
2022-07-13 03:00:00+09:00,1,0.0
2022-07-13 04:00:00+09:00,1,0.0
2022-07-13 05:00:00+09:00,1,0.0
2022-07-13 06:00:00+09:00,1,0.0
2022-07-13 07:00:00+09:00,1,7.31562
2022-07-13 08:00:00+09:00,1,12.2911
2022-07-13 09:00:00+09:00,1,18.9878
2022-07-13 10:00:00+09:00,1,21.744
2022-07-13 11:00:00+09:00,1,23.9912
2022-07-13 12:00:00+09:00,1,30.3327
2022-07-13 13:00:00+09:00,1,43.4197
2022-07-13 14:00:00+09:00,1,34.7721
2022-07-13 15:00:00+09:00,1,49.5487
2022-07-13 16:00:00+09:00,1,53.0256
2022-07-13 17:00:00+09:00,1,41.8114
2022-07-13 18:00:00+09:00,1,24.6828
2022-07-13 19:00:00+09:00,1,7.81659
