time,round,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2022-06-19 19:00:00+09:00,1.5,12.5,23.18,82.0,1005.5,4.285,160.0,0.0,0.0,18.8889,16.0934,0.0,292.772,8.36063
2022-06-19 20:00:00+09:00,1.5,11.5,22.335,86.0,1005.5,3.795,152.0,0.0,0.0,18.8889,16.0934,0.0,301.076,-2.62317
2022-06-19 21:00:00+09:00,1.5,9.5,21.57,90.0,1006.0,3.09,136.0,0.0,0.0,18.8889,16.0934,0.0,310.629,-12.6137
2022-06-19 22:00:00+09:00,1.5,0.5,21.225,93.0,1006.0,2.965,123.0,0.0,0.0,19.4444,16.0934,0.0,321.922,-21.141
2022-06-19 23:00:00+09:00,1.5,7.0,20.92,94.5,1006.0,3.075,112.0,0.0,0.0,18.8889,16.0934,0.0,335.283,-27.5771
2022-06-20 00:00:00+09:00,1.5,10.0,20.745,95.0,1006.0,2.9450000000000003,100.5,0.0,0.0,18.8889,16.0934,0.0,350.525,-31.2142
2022-06-20 01:00:00+09:00,1.5,38.0,20.8,91.5,1006.0,1.425,80.5,0.0,0.0,21.1111,16.0934,0.0,6.64429,-31.5196
2022-06-20 02:00:00+09:00,1.5,39.5,20.63,92.5,1005.5,1.345,102.0,0.0,0.0,20.5556,14.7416,0.0,22.1373,-28.4431
2022-06-20 03:00:00+09:00,1.5,48.0,20.494999999999997,93.0,1005.0,1.2650000000000001,94.5,0.0,0.0,20.5556,13.4058,0.0,35.8651,-22.4511
2022-06-20 04:00:00+09:00,1.5,99.5,20.525,93.0,1005.0,1.5299999999999998,85.0,0.0,0.0,20.5556,12.0701,0.0,47.5093,-14.2435
2022-06-20 05:00:00+09:00,1.5,96.0,20.490000000000002,93.0,1005.0,1.5350000000000001,79.5,0.0,0.0,20.0,10.7182,0.0,57.3346,-4.47298
2022-06-20 06:00:00+09:00,1.5,96.0,20.595,92.5,1005.5,1.835,56.5,0.0,0.0,20.5556,9.38248,0.0,65.8211,6.36272
2022-06-20 07:00:00+09:00,1.5,94.0,20.97,90.5,1006.0,1.835,54.0,0.0,0.0,21.1111,8.04672,0.0,73.4805,17.9103
2022-06-20 08:00:00+09:00,1.5,89.0,21.455,88.0,1006.0,1.52,73.0,0.0,0.0,20.5556,8.04672,1.0,80.8466,29.9158
2022-06-20 09:00:00+09:00,1.5,88.5,22.105,86.0,1006.0,0.94,51.5,0.0,0.0,20.0,8.04672,1.0,88.6034,42.1746
2022-06-20 10:00:00+09:00,1.5,35.5,22.695,84.0,1005.0,0.755,123.0,0.0,0.0,18.8889,8.04672,2.0,97.9845,54.465
2022-06-20 11:00:00+09:00,1.5,22.5,23.245,82.0,1005.0,1.51,284.5,0.0,0.0,18.3333,8.04672,3.0,112.247,66.3671
2022-06-20 12:00:00+09:00,1.5,18.5,23.549999999999997,81.0,1005.0,2.7800000000000002,270.5,0.0,0.0,18.8889,8.04672,3.0,143.407,76.296
2022-06-20 13:00:00+09:00,1.5,18.0,23.785,80.5,1004.5,3.575,279.5,0.0,0.0,20.5556,8.04672,3.0,206.917,77.4711
2022-06-20 14:00:00+09:00,1.5,17.0,24.095,79.5,1004.0,3.825,272.5,0.0,0.0,21.1111,8.04672,3.0,244.027,68.4002
2022-06-20 15:00:00+09:00,1.5,14.5,23.93,80.5,1004.0,3.955,265.5,0.0,0.0,21.6667,8.04672,2.0,259.964,56.6647
2022-06-20 16:00:00+09:00,1.5,1.0,23.655,81.5,1004.0,3.24,263.0,0.0,0.0,21.6667,8.04672,1.0,269.878,44.4018
2022-06-20 17:00:00+09:00,1.5,2.5,23.675,81.0,1003.0,2.165,263.0,0.0,0.0,21.1111,8.04672,1.0,277.809,32.1192
2022-06-20 18:00:00+09:00,1.5,17.5,23.535,81.0,1003.0,1.6150000000000002,301.0,0.0,0.0,20.5556,8.04672,0.0,285.187,20.0539
2022-06-20 19:00:00+09:00,1.5,24.0,23.23,82.5,1004.0,1.025,192.5,0.0,0.0,20.5556,11.2654,0.0,292.752,8.40755
2022-06-20 20:00:00+09:00,1.5,22.5,22.62,84.5,1004.0,1.905,233.5,0.0,0.0,21.1111,11.2654,0.0,301.052,-2.57857
2022-06-20 21:00:00+09:00,1.5,19.0,22.18,87.0,1004.0,2.3,216.0,0.0,0.0,21.1111,11.2654,0.0,310.598,-12.5727
2022-06-20 22:00:00+09:00,1.5,0.0,21.925,88.5,1005.0,3.0349999999999997,213.5,0.0,0.0,21.1111,11.2654,0.0,321.883,-21.1057
2022-06-20 23:00:00+09:00,1.5,2.0,21.784999999999997,89.0,1004.5,3.03,229.0,0.0,0.0,21.1111,9.65606,0.0,335.235,-27.55
2022-06-21 00:00:00+09:00,1.5,16.5,21.83,88.5,1004.5,2.765,103.5,0.0,0.0,20.5556,9.65606,0.0,350.468,-31.1982
2022-06-21 01:00:00+09:00,1.5,13.5,21.01,93.5,1003.0,3.63,82.0,0.0,0.0,20.5556,9.65606,0.0,6.58502,-31.5164
2022-06-21 02:00:00+09:00,1.5,23.5,21.17,93.0,1003.0,3.66,73.5,0.0,0.0,19.4444,7.49954,0.0,22.0807,-28.4523
2022-06-21 03:00:00+09:00,1.5,35.0,21.225,93.0,1002.5,3.6399999999999997,69.0,0.12,0.0,20.0,6.96846,0.0,35.8147,-22.4706
2022-06-21 04:00:00+09:00,1.5,99.0,21.395,92.5,1002.5,4.05,58.5,0.0,0.0,20.0,6.43738,0.0,47.4654,-14.2708
2022-06-21 05:00:00+09:00,1.5,99.5,21.62,91.5,1002.5,4.375,59.0,0.055,0.0,20.0,7.49954,0.0,57.2962,-4.50583
2022-06-21 06:00:00+09:00,1.5,97.0,21.740000000000002,91.5,1002.5,4.615,76.5,0.055,0.0,20.0,6.96846,0.0,65.7864,6.32597
2022-06-21 07:00:00+09:00,1.5,85.0,21.950000000000003,91.0,1002.5,4.46,78.5,0.0,0.0,20.5556,16.0934,1.0,73.4475,17.8709
2022-06-21 08:00:00+09:00,1.5,73.0,22.475,88.5,1002.5,4.455,80.0,0.0,0.0,20.5556,16.0934,1.0,80.8132,29.8746
2022-06-21 09:00:00+09:00,1.5,63.0,23.055,85.0,1002.5,4.46,80.0,0.0,0.0,20.0,16.0934,2.0,88.566,42.1326
2022-06-21 10:00:00+09:00,1.5,28.5,23.57,82.5,1003.0,3.9050000000000002,71.0,0.0,0.0,18.3333,16.0934,3.0,97.9359,54.4234
2022-06-21 11:00:00+09:00,1.5,36.0,23.75,82.0,1003.0,4.835,90.0,0.0,0.0,17.2222,16.0934,4.0,112.165,66.3288
2022-06-21 12:00:00+09:00,1.5,38.0,23.95,81.0,1003.0,4.175,88.0,0.0,0.0,17.7778,16.0934,3.0,143.217,76.2738
2022-06-21 13:00:00+09:00,1.5,35.0,24.53,78.0,1002.0,3.3499999999999996,85.5,0.0,0.0,18.3333,16.0934,2.0,206.715,77.4958
2022-06-21 14:00:00+09:00,1.5,34.0,24.95,76.5,1002.0,2.145,67.0,0.0,0.0,18.8889,16.0934,2.0,243.957,68.4432
2022-06-21 15:00:00+09:00,1.5,38.0,24.68,77.5,1002.0,1.56,36.5,0.0,0.0,19.4444,16.0934,1.0,259.929,56.7108
2022-06-21 16:00:00+09:00,1.5,59.5,24.23,80.5,1002.0,1.7799999999999998,173.5,0.0,0.0,20.0,16.0934,1.0,269.852,44.4484
2022-06-21 17:00:00+09:00,1.5,58.0,24.240000000000002,80.5,1002.0,2.125,180.0,0.0,0.0,20.5556,16.0934,0.0,277.786,32.1653
2022-06-21 18:00:00+09:00,1.5,60.5,24.1,81.5,1002.0,2.205,180.5,0.0,0.0,20.5556,16.0934,0.0,285.164,20.0988
2022-06-21 19:00:00+09:00,1.5,60.0,23.75,83.0,1003.0,3.6100000000000003,172.5,0.0,0.0,20.5556,16.0934,0.0,292.727,8.45063
2022-06-21 20:00:00+09:00,1.5,60.5,23.3,85.0,1003.5,2.645,190.0,0.0,0.0,20.5556,16.0934,0.0,301.022,-2.53835
2022-06-21 21:00:00+09:00,1.5,60.5,23.075000000000003,86.0,1004.0,2.165,50.0,0.0,0.0,21.1111,16.0934,0.0,310.562,-12.5368
2022-06-21 22:00:00+09:00,1.5,88.5,23.1,86.5,1004.5,2.34,85.5,0.0,0.0,21.1111,8.04672,0.0,321.84,-21.0761
2022-06-21 23:00:00+09:00,1.5,84.5,22.975,87.5,1005.0,2.215,76.5,0.0,0.0,21.6667,16.0934,0.0,335.183,-27.5293
2022-06-22 00:00:00+09:00,1.5,85.5,22.9,88.0,1005.0,2.5599999999999996,83.0,0.0,0.0,21.6667,16.0934,0.0,350.411,-31.189
2022-06-22 01:00:00+09:00,1.5,53.5,21.56,89.5,1006.0,1.93,296.0,0.0,0.0,20.0,16.0934,0.0,6.52656,-31.52
2022-06-22 02:00:00+09:00,1.5,55.5,21.415,90.5,1006.0,1.8399999999999999,295.5,0.0,0.0,19.4444,3.21869,0.0,22.0267,-28.4679
2022-06-22 03:00:00+09:00,1.5,58.0,21.33,90.5,1006.0,1.56,334.5,0.0,0.0,20.0,3.21869,0.0,35.7681,-22.4959
2022-06-22 04:00:00+09:00,1.5,51.0,21.174999999999997,91.0,1006.0,1.1749999999999998,16.5,0.0,0.0,20.0,1.60934,0.0,47.4262,-14.3032
2022-06-22 05:00:00+09:00,1.5,31.5,21.18,90.5,1006.0,1.6099999999999999,20.5,0.0,0.0,20.0,16.0934,0.0,57.263,-4.5432
2022-06-22 06:00:00+09:00,1.5,21.5,21.18,90.5,1007.0,1.375,49.0,0.0,0.0,20.5556,16.0934,0.0,65.7573,6.28524
2022-06-22 07:00:00+09:00,1.5,21.5,21.6,88.5,1007.0,1.31,64.5,0.0,0.0,20.0,16.0934,0.0,73.4208,17.8279
2022-06-22 08:00:00+09:00,1.5,22.5,22.205,85.0,1007.0,1.12,81.0,0.0,0.0,19.4444,16.0934,1.0,80.7868,29.8302
2022-06-22 09:00:00+09:00,1.5,29.5,22.85,82.0,1008.0,1.125,187.0,0.0,0.0,18.8889,16.0934,1.0,88.5369,42.0876
2022-06-22 10:00:00+09:00,1.5,97.0,23.36,79.5,1008.0,2.3899999999999997,228.0,0.0,0.0,18.8889,16.0934,2.0,97.8978,54.3786
2022-06-22 11:00:00+09:00,1.5,98.5,23.689999999999998,79.0,1008.0,3.1100000000000003,237.0,0.0,0.0,19.4444,16.0934,2.0,112.099,66.2866
2022-06-22 12:00:00+09:00,1.5,92.5,23.740000000000002,79.5,1008.0,3.5549999999999997,238.5,0.0,0.0,20.5556,16.0934,3.0,143.043,76.2456
2022-06-22 13:00:00+09:00,1.5,80.5,23.75,80.5,1008.0,3.59,239.0,0.0,0.0,20.5556,16.0934,2.0,206.5,77.5141
2022-06-22 14:00:00+09:00,1.5,71.0,23.81,81.0,1008.0,3.8449999999999998,231.5,0.0,0.0,21.1111,16.0934,2.0,243.871,68.482
2022-06-22 15:00:00+09:00,1.5,60.5,23.825000000000003,82.0,1007.0,4.46,228.0,0.0,0.0,20.5556,16.0934,1.0,259.882,56.7536
2022-06-22 16:00:00+09:00,1.5,2.0,23.685,83.5,1007.5,4.325,230.5,0.0,0.0,20.5556,16.0934,1.0,269.817,44.4919
2022-06-22 17:00:00+09:00,1.5,3.0,23.445,84.0,1007.0,3.365,226.5,0.0,0.0,20.5556,16.0934,0.0,277.755,32.2081
2022-06-22 18:00:00+09:00,1.5,4.0,23.35,85.0,1007.0,2.46,220.0,0.0,0.0,21.1111,16.0934,0.0,285.134,20.1403
2022-06-22 19:00:00+09:00,1.5,4.5,23.04,86.5,1007.0,2.015,222.5,0.0,0.0,21.1111,6.43738,0.0,292.695,8.48979
2022-06-22 20:00:00+09:00,1.5,4.5,22.41,90.0,1007.0,2.005,193.0,0.0,0.0,21.1111,6.43738,0.0,300.987,-2.50258
2022-06-22 21:00:00+09:00,1.5,11.0,22.055,91.5,1007.0,2.59,181.5,0.0,0.0,21.1111,6.43738,0.0,310.522,-12.5059
2022-06-22 22:00:00+09:00,1.5,28.5,21.83,93.0,1008.0,2.115,181.0,0.0,0.0,21.1111,6.43738,0.0,321.793,-21.0523
2022-06-22 23:00:00+09:00,1.5,37.5,21.84,92.5,1008.0,2.205,162.0,0.0,0.0,21.1111,6.43738,0.0,335.129,-27.515
2022-06-23 00:00:00+09:00,1.5,43.0,21.72,93.5,1007.0,2.51,149.5,0.0,0.0,20.5556,6.43738,0.0,350.352,-31.1865
2022-06-23 01:00:00+09:00,1.5,8.0,21.695,94.5,1007.0,3.575,133.0,0.0,0.0,21.6667,6.43738,0.0,6.46899,-31.5304
2022-06-23 02:00:00+09:00,1.5,12.5,21.564999999999998,95.5,1006.0,3.785,130.0,0.0,0.0,21.6667,0.402336,0.0,21.9754,-28.49
2022-06-23 03:00:00+09:00,1.5,19.5,21.665,96.0,1006.0,3.965,142.0,0.0,0.0,21.6667,0.402336,0.0,35.7255,-22.527
2022-06-23 04:00:00+09:00,1.5,62.5,21.79,95.5,1005.5,3.8449999999999998,151.0,0.0,0.0,22.2222,10.4607,0.0,47.3918,-14.3408
2022-06-23 05:00:00+09:00,1.5,76.0,21.845,95.5,1005.0,4.33,148.0,0.0,0.0,22.2222,11.7965,0.0,57.235,-4.58503
2022-06-23 06:00:00+09:00,1.5,77.0,21.95,95.0,1005.5,4.665,149.5,0.0,0.0,22.2222,9.65606,0.0,65.7339,6.24062
2022-06-23 07:00:00+09:00,1.5,81.5,22.395,93.0,1005.5,5.695,158.0,0.0,0.0,22.2222,16.0934,0.0,73.4003,17.7815
2022-06-23 08:00:00+09:00,1.5,85.0,22.89,90.0,1006.0,6.585,171.0,0.0,0.0,21.6667,16.0934,1.0,80.7674,29.7827
2022-06-23 09:00:00+09:00,1.5,87.5,22.939999999999998,90.5,1005.5,7.18,179.5,0.14,0.0,21.6667,16.0934,1.0,88.5162,42.0395
2022-06-23 10:00:00+09:00,1.5,93.5,23.314999999999998,89.0,1005.0,7.779999999999999,184.0,0.07,0.0,20.5556,8.04672,1.0,97.8704,54.3308
2022-06-23 11:00:00+09:00,1.5,97.0,23.33,89.5,1005.0,8.335,189.0,0.2,0.0,21.1111,8.04672,2.0,112.047,66.2407
2022-06-23 12:00:00+09:00,1.5,97.5,23.485,88.5,1004.0,8.25,190.0,0.175,0.0,20.5556,16.0934,3.0,142.886,76.2115
2022-06-23 13:00:00+09:00,1.5,98.5,23.79,86.5,1003.5,9.59,197.0,0.0,0.0,19.4444,16.0934,2.0,206.272,77.5258
2022-06-23 14:00:00+09:00,1.5,98.5,23.515,88.0,1003.0,9.97,203.0,0.0,0.0,21.1111,16.0934,2.0,243.77,68.5166
2022-06-23 15:00:00+09:00,1.5,99.0,23.29,89.5,1002.5,9.47,202.5,0.0,0.0,20.0,16.0934,1.0,259.824,56.7931
2022-06-23 16:00:00+09:00,1.5,100.0,23.025,91.0,1002.5,9.07,198.5,0.0,0.0,20.5556,8.04672,1.0,269.774,44.5321
2022-06-23 17:00:00+09:00,1.5,100.0,22.92,91.0,1002.0,9.254999999999999,199.5,0.06,0.0,21.1111,8.04672,0.0,277.718,32.2477
2022-06-23 18:00:00+09:00,1.5,100.0,22.58,93.0,1002.0,9.47,196.5,0.095,0.0,21.1111,16.0934,0.0,285.098,20.1782
2022-06-23 19:00:00+09:00,1.5,100.0,22.38,94.5,1002.0,9.125,196.0,0.36,0.0,21.1111,16.0934,0.0,292.658,8.52497
2022-06-23 20:00:00+09:00,1.5,100.0,22.134999999999998,95.0,1002.5,8.205,194.5,0.395,0.0,20.5556,16.0934,0.0,300.947,-2.47131
2022-06-23 21:00:00+09:00,1.5,100.0,22.134999999999998,94.5,1002.0,8.17,195.0,0.415,0.0,20.0,9.65606,0.0,310.477,-12.4802
2022-06-23 22:00:00+09:00,1.5,100.0,22.15,95.0,1002.0,8.25,199.5,0.62,0.0,20.0,9.65606,0.0,321.742,-21.0342
2022-06-23 23:00:00+09:00,1.5,100.0,22.07,96.0,1002.0,8.084999999999999,206.5,0.895,0.0,20.0,9.65606,0.0,335.072,-27.5071
2022-06-24 00:00:00+09:00,1.5,100.0,21.915,96.5,1002.0,8.120000000000001,204.0,2.44,0.0,20.0,16.0934,0.0,350.293,-31.1909
2022-06-24 01:00:00+09:00,1.5,100.0,22.08,97.5,1000.0,9.365,222.5,2.7,0.0,21.1111,10.460715,0.0,6.41239,-31.5475
2022-06-24 02:00:00+09:00,1.5,100.0,21.965,98.0,999.5,8.535,215.0,1.9000000000000001,0.0,20.5556,3.218685,0.0,21.9269,-28.5184
2022-06-24 03:00:00+09:00,1.5,100.0,21.935000000000002,98.5,999.5,7.07,211.5,0.9500000000000001,0.0,20.5556,3.218685,0.0,35.6868,-22.5639
2022-06-24 04:00:00+09:00,1.5,100.0,21.909999999999997,97.0,999.0,8.52,216.0,1.04,0.0,20.5556,3.218685,0.0,47.3621,-14.3834
2022-06-24 05:00:00+09:00,1.5,100.0,21.92,96.5,999.5,9.25,218.0,1.0699999999999998,0.0,20.5556,3.218685,0.0,57.2123,-4.63125
2022-06-24 06:00:00+09:00,1.5,100.0,21.869999999999997,97.5,1000.0,9.024999999999999,226.5,0.6599999999999999,0.0,20.5556,10.460715,0.0,65.7163,6.19217
2022-06-24 07:00:00+09:00,1.5,100.0,21.75,97.5,1001.0,8.344999999999999,233.5,0.695,0.0,20.0,4.82803,0.0,73.3861,17.7317
2022-06-24 08:00:00+09:00,1.5,100.0,21.68,98.0,1001.0,6.515000000000001,235.0,0.41,0.0,20.0,6.43738,1.0,80.7551,29.7322
2022-06-24 09:00:00+09:00,1.5,100.0,21.68,98.0,1001.0,4.975,227.0,0.21,0.0,20.0,6.43738,1.0,88.5039,41.9886
2022-06-24 10:00:00+09:00,1.5,100.0,21.77,98.0,1001.0,4.6,222.0,0.055,0.0,20.0,8.04672,1.0,97.8537,54.2799
2022-06-24 11:00:00+09:00,1.5,100.0,22.04,97.5,1001.5,5.220000000000001,213.5,0.0,0.0,20.5556,9.65606,2.0,112.009,66.1911
2022-06-24 12:00:00+09:00,1.5,100.0,22.105,97.0,1001.0,5.32,219.0,0.0,0.0,20.5556,9.65606,3.0,142.746,76.1717
2022-06-24 13:00:00+09:00,1.5,100.0,22.11,96.5,1002.0,6.42,221.0,0.06,0.0,21.1111,11.2654,2.0,206.033,77.531
2022-06-24 14:00:00+09:00,1.5,100.0,22.22,93.0,1001.5,6.05,221.5,0.0,0.0,21.1111,11.2654,2.0,243.654,68.5469
2022-06-24 15:00:00+09:00,1.5,100.0,22.42,91.5,1002.0,6.805,211.5,0.135,0.0,21.1111,16.0934,1.0,259.755,56.8291
2022-06-24 16:00:00+09:00,1.5,100.0,22.455,90.0,1002.5,6.645,212.5,0.09,0.0,21.6667,16.0934,1.0,269.722,44.5691
2022-06-24 17:00:00+09:00,1.5,100.0,22.5,88.0,1002.5,5.465,211.5,0.0,0.0,21.6667,16.0934,0.0,277.673,32.2839
2022-06-24 18:00:00+09:00,1.5,100.0,22.395000000000003,90.0,1001.5,5.0649999999999995,201.5,0.0,0.0,22.2222,16.0934,0.0,285.055,20.2124
2022-06-24 19:00:00+09:00,1.5,98.0,22.215,92.5,1002.5,4.77,194.0,0.0,0.0,22.7778,16.0934,0.0,292.615,8.5561
2022-06-24 20:00:00+09:00,1.5,91.5,21.865000000000002,94.0,1002.5,3.855,206.5,0.0,0.0,22.7778,16.0934,0.0,300.901,-2.44461
2022-06-24 21:00:00+09:00,1.5,93.0,21.775,94.0,1003.0,4.234999999999999,200.5,0.0,0.0,22.2222,16.0934,0.0,310.427,-12.4596
2022-06-24 22:00:00+09:00,1.5,80.0,21.645,93.5,1003.5,4.685,196.5,0.0,0.0,22.2222,8.04672,0.0,321.687,-21.0219
2022-06-24 23:00:00+09:00,1.5,76.0,21.619999999999997,93.0,1003.5,5.925000000000001,185.0,0.0,0.0,21.6667,11.2654,0.0,335.013,-27.5056
2022-06-25 00:00:00+09:00,1.5,72.5,21.509999999999998,91.5,1003.5,5.375,178.5,0.0,0.0,21.1111,11.2654,0.0,350.232,-31.202
2022-06-25 01:00:00+09:00,1.5,82.0,21.335,99.0,1004.0,4.685,206.5,0.0,0.0,21.6667,8.04672,0.0,6.35688,-31.5715
2022-06-25 02:00:00+09:00,1.5,85.5,21.23,99.0,1003.5,4.3100000000000005,215.5,0.135,0.0,21.6667,16.0934,0.0,21.8812,-28.5532
2022-06-25 03:00:00+09:00,1.5,88.0,21.14,99.0,1003.5,4.41,197.0,0.485,0.0,21.6667,16.0934,0.0,35.6523,-22.6066
2022-06-25 04:00:00+09:00,1.5,100.0,21.28,98.5,1003.0,3.98,193.5,0.0,0.0,20.5556,16.0934,0.0,47.3373,-14.431
2022-06-25 05:00:00+09:00,1.5,100.0,21.275,98.5,1003.5,4.425000000000001,181.5,0.0,0.0,21.1111,8.04672,0.0,57.195,-4.68178
2022-06-25 06:00:00+09:00,1.5,100.0,21.259999999999998,98.5,1003.5,4.19,167.0,0.0,0.0,21.6667,11.2654,0.0,65.7044,6.13999
2022-06-25 07:00:00+09:00,1.5,100.0,21.42,97.5,1004.0,3.385,163.5,0.46499999999999997,0.0,21.6667,11.2654,1.0,73.3782,17.6786
2022-06-25 08:00:00+09:00,1.5,96.5,21.56,96.5,1005.0,3.605,172.0,0.7649999999999999,0.0,21.6667,11.2654,1.0,80.75,29.6787
2022-06-25 09:00:00+09:00,1.5,93.5,21.865000000000002,95.5,1005.0,5.225,184.5,1.53,0.0,21.6667,11.2654,1.0,88.5001,41.9349
2022-06-25 10:00:00+09:00,1.5,77.5,22.39,93.0,1005.0,5.835000000000001,189.0,1.48,0.0,21.6667,6.43738,2.0,97.8476,54.2261
2022-06-25 11:00:00+09:00,1.5,64.0,22.89,90.5,1005.5,6.095000000000001,195.0,0.68,0.0,21.6667,16.0934,3.0,111.986,66.1379
2022-06-25 12:00:00+09:00,1.5,55.0,23.16,89.5,1005.5,6.734999999999999,204.0,0.805,0.0,22.2222,16.0934,3.0,142.624,76.1263
2022-06-25 13:00:00+09:00,1.5,57.0,23.155,88.5,1005.5,6.615,203.5,0.18,0.0,21.6667,16.0934,3.0,205.782,77.5295
2022-06-25 14:00:00+09:00,1.5,65.0,23.15,88.0,1006.0,7.205,203.0,0.455,0.0,22.2222,16.0934,2.0,243.524,68.5728
2022-06-25 15:00:00+09:00,1.5,69.5,23.31,86.5,1006.0,6.595,208.5,0.18,0.0,22.2222,16.0934,1.0,259.675,56.8615
2022-06-25 16:00:00+09:00,1.5,76.5,23.085,86.5,1006.0,5.9399999999999995,202.0,0.17,0.0,22.2222,16.0934,1.0,269.662,44.6028
2022-06-25 17:00:00+09:00,1.5,87.5,22.84,88.0,1006.0,5.79,192.0,0.105,0.0,22.2222,11.2654,2.0,277.621,32.3166
2022-06-25 18:00:00+09:00,1.5,77.5,22.65,90.0,1006.5,5.9,186.5,0.0,0.0,22.2222,11.2654,1.0,285.007,20.2429
2022-06-25 19:00:00+09:00,1.5,72.0,22.509999999999998,90.5,1007.0,6.09,181.0,0.0,0.0,22.2222,11.2654,0.0,292.567,8.58309
2022-06-25 20:00:00+09:00,1.5,62.0,22.355,91.5,1007.0,5.54,178.5,0.0,0.0,22.2222,11.2654,0.0,300.851,-2.42255
2022-06-25 21:00:00+09:00,1.5,54.0,22.325,91.5,1007.5,5.825,172.0,0.0,0.0,22.2222,11.2654,0.0,310.373,-12.4443
2022-06-25 22:00:00+09:00,1.5,11.5,22.25,92.0,1008.0,6.005,167.5,0.0,0.0,22.2222,11.2654,0.0,321.628,-21.0155
2022-06-25 23:00:00+09:00,1.5,35.0,22.155,93.0,1008.0,5.98,161.5,0.0,0.0,22.7778,11.2654,0.0,334.951,-27.5105
2022-06-26 00:00:00+09:00,1.5,48.0,22.29,92.0,1007.5,6.029999999999999,171.5,0.0,0.0,22.2222,9.65606,0.0,350.171,-31.2199
2022-06-26 01:00:00+09:00,1.5,48.0,22.02,94.0,1008.0,5.875,177.0,0.0,0.0,21.1111,9.65606,0.0,6.30253,-31.6022
2022-06-26 02:00:00+09:00,1.5,58.5,21.825,94.5,1008.0,5.0600000000000005,173.0,0.0,0.0,21.1111,11.2654,0.0,21.8385,-28.5944
2022-06-26 03:00:00+09:00,1.5,65.0,21.95,93.5,1008.0,5.67,163.0,0.0,0.0,21.1111,11.2654,0.0,35.622,-22.6548
2022-06-26 04:00:00+09:00,1.5,88.5,21.915,94.5,1008.0,6.255,166.5,0.0,0.0,21.1111,9.65606,0.0,47.3174,-14.4835
2022-06-26 05:00:00+09:00,1.5,92.5,21.92,94.0,1008.5,6.58,164.5,0.0,0.0,21.1111,8.04672,0.0,57.183,-4.73655
2022-06-26 06:00:00+09:00,1.5,91.5,22.105,93.0,1009.0,6.855,158.5,0.0,0.0,21.1111,8.04672,0.0,65.6984,6.08414
